Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,90sGls,90sAst,90sG+A,90sG-PK,90sG+A-PK,90sxG,90sxAG,90sxG+xAG,90snpxG,90snpxG+xAG,Sh,SoT,SoTPercent,Sh90,SoT90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xAG,xA,A-xAG,KP,Passes3rd,PPA,CrsPA,PrgP,SCA,SCA90,PassLive,PassDead,TO,SCASh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,GCASh,Fld,Def,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,LiveTouches,Att,Succ,SuccPercent,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Final3rd,CPA,Mis,Dis,Rec,PrgR
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,7,3,307,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,6,14,0,0,0,0,0,0,0.04,0.04,0,0.04,0,0,,0,0,,,,0,0,0,0,0,,0,0,113,150,75.3,1514,465,72,85,84.7,34,48,70.8,3,6,50,0.1,0.1,-0.1,2,2,2,1,6,4,1.17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,172,14,50,78,44,2,172,1,0,0,1,100,87,343,188,4,3,0,2,1,99,14
Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0,0,,,,0,0,0,0,0,,0,0,79,108,73.1,1120,430,48,57,84.2,22,32,68.8,5,13,38.5,0,0,0,1,3,0,0,3,3,1.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,130,9,55,60,16,1,130,0,0,,0,,59,178,89,1,1,0,2,0,63,4
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,34,33,2845,31.6,8,3,11,8,0,0,10,0,6.3,6.3,3.1,9.4,42,94,118,0.25,0.09,0.35,0.25,0.35,0.2,0.1,0.3,0.2,0.3,52,22,42.3,1.64,0.7,0.15,0.36,17.5,4,0,0,6.3,6.3,0.12,1.7,1.7,890,1188,74.9,14543,3809,443,517,85.7,305,386,79,88,173,50.9,3.1,3.1,-0.1,38,86,20,9,94,91,2.88,48,24,3,8,7,1,10,0.32,7,0,2,0,1,0,1578,45,285,737,579,80,1578,75,42,56,33,44,829,3922,1514,42,23,12,62,50,933,118
Alejandro Garnacho,es ESP,FWMF,Manchester Utd,17,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,3,100,22,1,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,,0,,3,20,10,0,0,0,0,0,3,0
Dwight Gayle,eng ENG,FWDF,Newcastle Utd,30,1990,8,0,38,0.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,0,0,4,0,0,0,0,0,1.31,0.71,2.02,1.31,2.02,2,0,0,4.74,0,0,,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6,13,16,81.3,104,12,11,12,91.7,0,1,0,0,0,,0.3,0.1,-0.3,2,1,0,0,0,3,7.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,12,3,22,0,0,,0,,8,34,26,0,1,0,1,0,17,4
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,16,22,72.7,207,38,11,13,84.6,4,6,66.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,7,23,1,0,31,3,2,66.7,1,33.3,15,106,51,1,0,0,2,2,21,0
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,677,924,73.3,16463,11234,176,178,98.9,332,343,96.8,166,397,41.8,0,0,0,0,5,0,0,0,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,928,1019,1,0,0,1020,0,0,,0,,466,2450,1468,0,0,0,0,0,371,0
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,20,5,746,8.3,2,2,4,2,0,0,4,0,3,3,1.6,4.6,17,15,55,0.24,0.24,0.48,0.24,0.48,0.36,0.2,0.56,0.36,0.56,23,9,39.1,2.77,1.09,0.09,0.22,15.4,0,0,0,3,3,0.13,-1,-1,106,163,65,1166,344,58,81,71.6,28,46,60.9,2,5,40,1.6,1.4,0.4,9,5,10,2,15,26,3.14,16,0,4,1,5,0,6,0.72,2,0,2,0,2,0,274,5,17,123,137,44,274,29,17,58.6,12,41.4,158,869,463,17,12,11,30,19,199,55
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,9,4,386,4.3,1,1,2,0,1,1,2,0,1.1,0.3,0.4,0.7,13,5,38,0.23,0.23,0.47,0,0.23,0.25,0.1,0.35,0.06,0.16,7,2,28.6,1.63,0.47,0,0,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3,84,119,70.6,1091,314,60,70,85.7,17,30,56.7,3,5,60,0.4,0.4,0.6,5,0,4,3,5,11,2.56,8,1,1,0,1,0,2,0.47,2,0,0,0,0,0,181,4,18,58,110,14,180,10,4,40,6,60,114,754,314,13,7,5,22,7,134,38
Anwar El Ghazi,nl NED,FWMF,Everton,26,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,9,77.8,80,18,5,5,100,1,2,50,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,5,8,2,14,1,0,0,1,100,6,96,14,2,0,2,1,0,8,2
Saman Ghoddos,ir IRN,MFDF,Brentford,27,1993,17,4,536,6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,7,25,40,0.17,0.17,0.34,0.17,0.34,0.08,0.2,0.28,0.08,0.28,8,3,37.5,1.34,0.5,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,0.5,0.5,143,216,66.2,2264,747,79,105,75.2,50,66,75.8,11,32,34.4,1.2,1,-0.2,6,11,11,3,25,27,4.53,19,0,0,3,3,2,2,0.34,1,0,0,0,1,0,296,17,60,125,118,19,296,7,5,71.4,2,28.6,147,591,337,7,3,1,14,4,159,40
Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,18,14,1169,13,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,33,40,58,0,0.08,0.08,0,0.08,0.01,0.05,0.06,0.01,0.06,2,1,50,0.15,0.08,0,0,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,530,714,74.2,7839,2988,320,367,87.2,189,253,74.7,16,62,25.8,0.6,1,0.4,9,24,14,2,40,22,1.69,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0,894,68,339,395,173,10,894,46,29,63,17,37,479,2788,1726,33,16,4,24,11,484,58
Morgan Gibbs-White,eng ENG,DFFW,Wolves,21,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,2,0,0,0,0,0,1.4,0,1.4,1.4,1.4,2,0,0,20,0,0,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,7,10,70,77,26,6,7,85.7,1,1,100,0,1,0,0,0,0,0,2,0,0,2,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,4,3,7,3,14,0,0,,0,,4,6,4,0,0,0,0,0,7,2
Ben Gibson,eng ENG,DF,Norwich City,28,1993,28,28,2494,27.7,0,0,0,0,0,0,5,1,1.4,1.4,0.2,1.5,11,68,0,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,8,4,50,0.29,0.14,0,0,10.6,0,0,0,1.4,1.4,0.17,-1.4,-1.4,1117,1382,80.8,22279,9598,361,400,90.3,627,688,91.1,121,268,45.1,0.2,0.3,-0.2,3,74,5,0,68,14,0.51,13,0,0,1,0,0,1,0.04,1,0,0,0,0,0,1640,336,1009,591,46,22,1640,7,5,71.4,2,28.6,966,4380,2686,11,8,0,6,2,1071,0
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,24,21,1855,20.6,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,30,112,17,0,0.05,0.05,0,0.05,0.04,0.07,0.11,0.04,0.11,18,3,16.7,0.87,0.15,0,0,23.3,2,0,0,0.9,0.9,0.05,-0.9,-0.9,991,1243,79.7,18498,5588,456,514,88.7,357,419,85.2,152,258,58.9,1.4,1.9,-0.4,25,94,17,3,112,55,2.67,30,23,0,2,0,0,2,0.1,1,1,0,0,0,0,1423,44,359,778,301,5,1423,22,15,68.2,7,31.8,841,4409,1888,30,23,0,29,11,958,17
Ben Godfrey,eng ENG,DF,Everton,23,1998,23,23,2029,22.5,0,0,0,0,0,0,6,0,1.4,1.4,0.8,2.2,23,67,26,0,0,0,0,0,0.06,0.03,0.1,0.06,0.1,18,6,33.3,0.8,0.27,0,0,17.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4,611,808,75.6,10370,3667,277,335,82.7,285,354,80.5,36,79,45.6,0.8,0.7,-0.8,12,47,13,4,67,32,1.42,25,2,1,2,0,2,2,0.09,1,0,0,1,0,0,1080,141,499,443,148,23,1080,12,9,75,3,25,456,2466,1280,23,24,0,24,4,521,26
André Gomes,pt POR,MF,Everton,28,1993,14,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.8,6,25,13,0,0.15,0.15,0,0.15,0.1,0.03,0.12,0.1,0.12,14,4,28.6,2.04,0.58,0,0,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,218,282,77.3,3491,1060,116,134,86.6,75,89,84.3,19,37,51.4,0.2,0.2,0.8,4,29,4,2,25,21,3.04,14,0,5,1,1,0,3,0.43,2,0,1,0,0,0,376,14,64,211,107,6,376,18,12,66.7,6,33.3,196,858,445,6,8,1,21,16,224,13
Toti Gomes,pt POR,DF,Wolves,22,1999,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,1,0,0,0.25,0,0,,9.4,0,0,0,0,0,0.04,0,0,153,203,75.4,2485,981,75,91,82.4,67,79,84.8,8,27,29.6,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,30,114,126,18,4,255,6,5,83.3,1,16.7,148,783,474,2,3,1,3,2,153,2
Joe Gomez,eng ENG,DF,Liverpool,24,1997,8,4,331,3.7,0,1,1,0,0,0,2,0,0,0,0.8,0.8,11,36,29,0,0.27,0.27,0,0.27,0.01,0.21,0.22,0.01,0.22,1,0,0,0.27,0,0,,30.3,0,0,0,0,0,0.02,0,0,230,292,78.8,4200,1139,103,119,86.6,101,126,80.2,24,37,64.9,0.8,0.5,0.2,3,27,3,2,36,7,1.9,6,0,0,0,1,0,2,0.54,2,0,0,0,0,0,332,4,64,168,103,6,332,8,4,50,4,50,163,757,338,11,10,2,5,2,206,29
Charlie Goode,eng ENG,DF,Brentford,25,1995,6,4,450,5,0,0,0,0,0,0,3,0,0.1,0.1,1,1,5,18,9,0,0,0,0,0,0.01,0.19,0.2,0.01,0.2,2,0,0,0.4,0,0,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,195,304,64.1,4380,1512,46,66,69.7,113,154,73.4,36,73,49.3,1,0.7,-1,7,17,2,2,18,12,2.4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,339,20,114,160,66,10,339,7,5,71.4,2,28.6,145,755,419,5,3,0,3,1,164,9
Anthony Gordon,eng ENG,MFFW,Everton,20,2001,35,25,2285,25.4,4,2,6,4,0,0,4,0,3.5,3.5,3.8,7.3,74,51,137,0.16,0.08,0.24,0.16,0.24,0.14,0.15,0.29,0.14,0.29,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0,3.5,3.5,0.08,0.5,0.5,482,743,64.9,6816,1929,265,340,77.9,151,224,67.4,28,92,30.4,3.8,3.1,-1.8,35,27,21,8,51,77,3.03,38,14,6,3,14,2,5,0.2,1,2,0,0,2,0,1116,21,163,386,592,78,1116,80,38,47.5,42,52.5,602,4905,2291,74,53,31,74,37,674,137
Kaide Gordon,eng ENG,FW,Liverpool,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,0,3,0,0,0,0,0,4.5,0,4.5,4.5,4.5,1,1,100,10,10,0,0,19.7,0,0,0,0.4,0.4,0.45,-0.4,-0.4,4,4,100,35,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,7,1,0,0,1,100,3,34,14,1,0,0,0,1,6,3
Dan Gosling,eng ENG,MF,Watford,31,1990,4,2,166,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0,0.3,2,4,5,0.54,0,0.54,0.54,0.54,0.12,0.02,0.14,0.12,0.14,2,1,50,1.08,0.54,0.5,1,16.6,0,0,0,0.2,0.2,0.11,0.8,0.8,55,65,84.6,836,216,31,33,93.9,19,22,86.4,4,6,66.7,0,0,0,1,4,0,0,4,2,1.08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,83,9,29,38,18,4,83,2,2,100,0,0,45,262,102,2,1,1,2,1,50,5
Demarai Gray,eng ENG,MFFW,Everton,25,1996,34,28,2338,26,5,4,9,5,0,0,3,0,4,4,3.6,7.6,93,59,169,0.19,0.15,0.35,0.19,0.35,0.15,0.14,0.29,0.15,0.29,65,17,26.2,2.5,0.65,0.08,0.29,20.5,4,0,0,4,4,0.06,1,1,555,769,72.2,9290,2076,277,315,87.9,182,246,74,65,129,50.4,3.6,3.5,0.4,41,23,23,7,59,88,3.39,50,15,11,7,5,0,5,0.19,3,1,0,1,0,0,1093,18,117,377,624,87,1093,106,55,51.9,50,47.2,655,5185,2405,93,59,38,70,36,717,169
Jack Grealish,eng ENG,FW,Manchester City,25,1995,26,22,1914,21.3,3,3,6,3,0,0,3,0,5.3,5.3,6,11.3,153,100,267,0.14,0.14,0.28,0.14,0.28,0.25,0.28,0.53,0.25,0.53,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0,0,0,5.3,5.3,0.12,-2.3,-2.3,833,971,85.8,11275,2149,543,578,93.9,230,260,88.5,30,42,71.4,6,4.6,-3,53,30,43,1,100,119,5.6,98,1,4,5,10,1,6,0.28,6,0,0,0,0,0,1173,15,68,359,761,162,1173,68,40,58.8,28,41.2,906,7308,3915,153,74,83,31,29,997,267
Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,18,16,1271,14.1,5,1,6,5,0,0,1,0,4.3,4.3,1.8,6.1,48,39,109,0.35,0.07,0.42,0.35,0.42,0.3,0.13,0.43,0.3,0.43,48,18,37.5,3.4,1.27,0.1,0.28,19.1,0,0,0,4.3,4.3,0.09,0.7,0.7,394,501,78.6,6461,1375,204,236,86.4,137,162,84.6,37,64,57.8,1.8,1.3,-0.8,17,31,13,3,39,52,3.68,42,0,6,2,2,0,7,0.5,6,0,0,1,0,0,652,6,78,277,310,60,652,52,32,61.5,20,38.5,425,3069,1586,48,31,23,26,16,509,109
Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,7,1,237,2.6,0,2,2,0,0,0,0,0,0.3,0.3,0.2,0.5,3,5,10,0,0.76,0.76,0,0.76,0.11,0.09,0.2,0.11,0.2,4,0,0,1.52,0,0,,20.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3,54,80,67.5,731,134,30,37,81.1,18,24,75,1,10,10,0.2,0,1.8,4,5,1,0,5,5,1.91,3,0,0,1,0,1,1,0.38,1,0,0,0,0,0,106,2,14,61,33,6,106,5,2,40,3,60,55,252,88,3,2,1,1,0,59,10
Pascal Groß,de GER,MFDF,Brighton,30,1991,29,24,2038,22.6,2,4,6,2,0,1,1,0,2.9,2.1,5.5,7.7,39,149,141,0.09,0.18,0.26,0.09,0.26,0.13,0.24,0.37,0.09,0.34,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1,1012,1345,75.2,18387,5413,446,508,87.8,397,481,82.5,135,267,50.6,5.5,4.6,-1.5,60,94,37,12,149,100,4.41,56,37,2,5,0,0,7,0.31,2,3,1,1,0,0,1537,43,227,697,618,61,1536,18,9,50,9,50,796,3313,1486,39,35,7,27,15,1001,141
Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,30,30,2655,29.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,776,982,79,17570,10060,241,242,99.6,345,348,99.1,171,369,46.3,0,0,0,0,3,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,912,1030,3,0,0,1033,0,0,,0,,622,3147,1886,0,0,0,1,0,485,0
Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,36,36,3222,35.8,2,1,3,2,0,0,4,0,2.5,2.5,1.3,3.8,17,111,7,0.06,0.03,0.08,0.06,0.08,0.07,0.04,0.11,0.07,0.11,19,5,26.3,0.53,0.14,0.11,0.4,11.1,0,0,0,2.5,2.5,0.13,-0.5,-0.5,2057,2360,87.2,40390,14502,664,722,92,1162,1261,92.1,214,342,62.6,1.3,1,-0.3,6,116,3,0,111,25,0.7,20,0,1,2,2,0,3,0.08,1,0,0,1,1,0,2654,376,1512,1070,82,32,2654,13,12,92.3,1,7.7,1663,7932,4727,17,15,0,14,7,1925,7
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,17,11,1034,11.5,5,1,6,5,0,0,4,0,3.1,3.1,1.1,4.2,18,54,15,0.44,0.09,0.52,0.44,0.52,0.27,0.1,0.37,0.27,0.37,23,12,52.2,2,1.04,0.22,0.42,18,0,0,0,3.1,3.1,0.16,1.9,1.9,441,522,84.5,7876,1942,208,231,90,156,178,87.6,59,73,80.8,1.1,1.4,-0.1,12,41,13,4,54,31,2.7,22,0,1,6,1,1,4,0.35,1,0,0,3,0,0,701,31,162,377,176,21,701,40,22,55,18,45,426,2333,795,18,15,4,24,29,462,15
?lkay Gündo?an,de GER,MF,Manchester City,30,1990,27,20,1857,20.6,8,4,12,8,0,0,1,0,9,9,4.9,13.9,60,126,107,0.39,0.19,0.58,0.39,0.58,0.44,0.24,0.67,0.44,0.67,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2,0,0,9,9,0.16,-1,-1,1175,1340,87.7,18647,4054,608,648,93.8,412,456,90.4,105,151,69.5,4.9,4.2,-0.9,38,95,22,1,126,84,4.07,60,14,6,3,0,1,9,0.44,7,0,1,1,0,0,1522,25,157,785,599,82,1522,35,24,68.6,11,31.4,902,4727,2052,60,45,13,25,19,1209,107
Angus Gunn,sct SCO,GK,Norwich City,25,1996,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,208,307,67.8,5494,3524,60,60,100,72,73,98.6,74,168,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,290,341,2,0,0,343,0,0,,0,,166,909,488,0,0,0,0,0,112,0
Grant Hanley,sct SCO,DF,Norwich City,29,1991,33,33,2897,32.2,1,0,1,1,0,0,2,0,2.1,2.1,0.9,3,2,27,3,0.03,0,0.03,0.03,0.03,0.07,0.03,0.09,0.07,0.09,20,4,20,0.62,0.12,0.05,0.25,9.2,0,0,0,2.1,2.1,0.11,-1.1,-1.1,1089,1310,83.1,20556,6269,381,445,85.6,590,650,90.8,101,183,55.2,0.9,0.4,-0.9,6,23,3,0,27,14,0.43,9,1,0,4,0,0,0,0,0,0,0,0,0,0,1702,369,1104,552,53,35,1702,3,1,33.3,2,66.7,850,3128,1390,2,5,0,9,1,942,3
Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,35,32,2639,29.3,8,1,9,8,0,0,3,0,4.4,4.4,3.2,7.6,120,89,234,0.27,0.03,0.31,0.27,0.31,0.15,0.11,0.26,0.15,0.26,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0,0,0,4.4,4.4,0.1,3.6,3.6,656,1045,62.8,9472,3280,407,510,79.8,187,300,62.3,36,117,30.8,3.2,2.5,-2.2,42,49,35,8,89,86,2.93,55,7,11,8,4,1,4,0.14,1,0,1,2,0,0,1448,30,260,558,651,95,1448,114,54,47.4,60,52.6,858,5585,2996,120,60,35,87,66,948,234
Kortney Hause,eng ENG,DF,Aston Villa,26,1995,7,4,397,4.4,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,2,14,3,0.23,0,0.23,0.23,0.23,0.03,0,0.03,0.03,0.03,2,2,100,0.45,0.45,0.5,0.5,10.5,0,0,0,0.1,0.1,0.06,0.9,0.9,175,222,78.8,3322,1231,65,73,89,89,101,88.1,19,40,47.5,0,0.1,0,0,11,0,0,14,2,0.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,266,34,136,119,14,9,266,4,3,75,1,25,158,906,517,2,2,1,4,1,151,3
Kai Havertz,de GER,FWMF,Chelsea,22,1999,29,22,1809,20.1,8,3,11,8,0,0,3,0,8.7,8.7,2.2,10.9,64,62,203,0.4,0.15,0.55,0.4,0.55,0.43,0.11,0.54,0.43,0.54,56,23,41.1,2.79,1.14,0.14,0.35,13,0,0,0,8.7,8.7,0.16,-0.7,-0.7,537,669,80.3,6322,1194,360,408,88.2,111,143,77.6,12,16,75,2.2,1.7,0.8,21,34,19,1,62,61,3.03,46,0,3,7,5,0,6,0.3,4,0,0,1,1,0,943,34,90,352,506,128,943,42,18,42.9,24,57.1,537,3107,1419,64,23,34,66,32,739,203
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,14,12,1002,11.1,1,0,1,1,0,0,5,0,0.4,0.4,0,0.5,3,15,10,0.09,0,0.09,0.09,0.09,0.04,0,0.04,0.04,0.04,5,1,20,0.45,0.09,0.2,1,14.1,0,0,0,0.4,0.4,0.08,0.6,0.6,261,341,76.5,4160,911,129,151,85.4,99,120,82.5,18,34,52.9,0,0.1,0,2,20,0,0,15,6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,467,42,179,228,68,10,467,15,9,60,6,40,221,849,276,3,8,1,16,8,248,10
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,30,20,1816,20.2,5,1,6,5,0,0,2,0,4.4,4.4,1.3,5.8,66,57,114,0.25,0.05,0.3,0.25,0.3,0.22,0.07,0.29,0.22,0.29,27,12,44.4,1.34,0.59,0.19,0.42,15.4,0,0,0,4.4,4.4,0.16,0.6,0.6,513,639,80.3,7634,1456,291,341,85.3,160,187,85.6,37,51,72.5,1.3,1.3,-0.3,16,31,14,0,57,37,1.83,26,0,5,2,3,1,2,0.1,1,0,1,0,0,0,844,13,116,404,337,72,844,69,33,47.8,36,52.2,548,3734,1722,66,36,27,47,24,651,114
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,35,29,2597,28.9,2,5,7,2,0,0,3,0,1.5,1.5,3.5,5,54,245,116,0.07,0.17,0.24,0.07,0.24,0.05,0.12,0.17,0.05,0.17,31,6,19.4,1.07,0.21,0.06,0.33,24.5,1,0,0,1.5,1.5,0.05,0.5,0.5,1886,2246,84,31808,8574,874,975,89.6,801,921,87,153,228,67.1,3.5,3.7,1.5,38,215,52,14,245,96,3.33,86,4,2,2,1,1,14,0.49,14,0,0,0,0,0,2444,34,292,1468,694,38,2444,25,16,64,9,36,1405,6113,2738,54,47,5,28,12,1859,116
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,3,0,72,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,0,1,1.25,0,1.25,1.25,1.25,0.11,0.03,0.14,0.11,0.14,1,1,100,1.25,1.25,1,1,28.1,0,0,0,0.1,0.1,0.09,0.9,0.9,27,29,93.1,489,43,12,13,92.3,12,12,100,3,4,75,0,0,0,1,2,0,0,0,1,1.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,3,26,8,1,37,1,0,0,1,100,22,95,28,1,0,0,2,1,26,1
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,0,0,,0,0,,,,0,0,0,0,0,,0,0,41,79,51.9,1981,1872,2,2,100,6,6,100,33,69,47.8,0.2,0.1,-0.2,3,6,0,0,0,3,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,84,59,80,4,0,0,84,0,0,,0,,35,156,74,0,0,0,0,0,22,0
Rico Henry,eng ENG,DF,Brentford,24,1997,34,33,2776,30.8,3,0,3,3,0,0,2,0,1.5,1.5,1.7,3.3,61,81,131,0.1,0,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11,14,5,35.7,0.45,0.16,0.21,0.6,16.7,0,0,0,1.5,1.5,0.11,1.5,1.5,876,1215,72.1,13166,4427,504,592,85.1,287,396,72.5,58,132,43.9,1.7,2.2,-1.7,18,60,29,15,81,50,1.62,41,2,5,0,2,0,4,0.13,2,1,1,0,0,0,1542,95,502,620,436,40,1542,60,27,45,33,55,783,4164,1967,61,39,12,40,34,836,131
Son Heung-min,kr KOR,MFFW,Tottenham,29,1992,35,35,3006,33.4,23,7,30,23,0,0,2,0,15.9,15.9,7.5,23.4,116,90,242,0.69,0.21,0.9,0.69,0.9,0.48,0.22,0.7,0.48,0.7,86,48,55.8,2.57,1.44,0.27,0.48,15.7,2,0,0,15.9,15.9,0.19,7.1,7.1,928,1219,76.1,12453,3148,569,623,91.3,239,316,75.6,48,151,31.8,7.5,5.6,-0.5,72,33,42,4,90,135,4.04,82,35,2,9,6,1,13,0.39,7,3,0,0,3,0,1545,15,146,564,867,146,1545,92,51,55.4,40,43.5,912,6351,3123,116,68,50,75,46,1078,242
Ki-Jana Hoever,nl NED,DFMF,Wolves,19,2002,8,4,308,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,9,5,22,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,1,0,0,0.29,0,0,,17.9,0,0,0,0,0,0.04,0,0,110,160,68.8,1691,512,54,71,76.1,51,68,75,4,8,50,0.1,0.1,-0.1,1,3,2,1,5,3,0.88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,200,9,52,97,51,3,200,7,4,57.1,3,42.9,86,520,280,9,2,4,2,4,106,22
